dog,birthday,date_box_test,date_test,age,castration,breed,sex,dias_total,box_errors,condition,condition_order,session,trial_2,trial,delay,latency_partner,latency_subject,dog_press,partner_press,press_first,time_between_press,Success,errortype,dog_see,prop_gaze_before15,prop_gaze_after15
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,21,11,9,7.6,6.6,y,y,dog,1,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,22,12,9,7.6,8.8,y,y,owner,1.2,y,NA,NA,0.311422222,0.289177778
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,23,13,9,NA,3.6,y,n,dog,NA,n,earlypress,NA,1,0.244688889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,24,14,6,5,6.2,y,y,owner,1.2,y,NA,NA,0.9009,0.578355556
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,25,15,3,NA,0.8,y,n,dog,NA,n,earlypress,NA,0,0.166833333
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,26,16,6,5.8,7.4,y,y,owner,1.6,y,NA,NA,1,0.767433333
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,27,17,3,2.8,2.8,y,y,NA,0,y,NA,NA,1,0.823044444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,28,18,3,2.4,3.8,y,y,owner,1.4,y,NA,NA,0.322544444,0.6006
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,29,19,3,NA,0.8,y,n,dog,NA,n,earlypress,NA,0.882352941,0.2002
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,30,20,3,2.6,3.8,y,y,owner,1.2,y,NA,NA,0.308823529,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,1,31,21,6,4.6,6.4,y,y,owner,1.8,y,NA,NA,1,0.511622222
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,32,22,3,1.2,0.8,y,y,dog,0.4,y,NA,NA,1,0.745188889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,33,23,6,NA,3.2,y,n,dog,NA,n,earlypress,NA,0.289177778,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,34,24,3,2.4,3.2,y,y,owner,0.8,y,NA,NA,0.322544444,0.678455556
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,35,25,6,NA,1.6,y,n,dog,NA,n,earlypress,NA,0.474358974,0.622844444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,36,26,9,7.8,8,y,y,owner,0.2,y,NA,NA,0.556111111,0.622844444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,37,27,6,NA,2.6,y,n,dog,NA,n,earlypress,NA,0.989877778,0.588477778
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,38,28,3,2.6,2.2,y,y,dog,0.4,y,NA,NA,1,0.444888889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,39,29,3,2.6,4,y,y,owner,1.4,y,NA,NA,1,0.533866667
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,40,30,3,2.6,2.2,y,y,dog,0.4,y,NA,NA,0.556111111,0.333666667
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,41,31,9,NA,3.4,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,42,32,9,NA,3.6,y,n,dog,NA,n,earlypress,NA,1,0.077855556
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,43,33,9,NA,3.6,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,44,34,6,5,4.8,y,y,dog,0.2,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,45,35,9,NA,1.2,y,n,dog,NA,n,earlypress,NA,0.912280702,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,46,36,9,NA,3.6,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,47,37,6,5,6.2,y,y,owner,1.2,y,NA,NA,1,0.489377778
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,48,38,9,7.8,NA,n,y,owner,NA,n,nopress,0,0.366033333,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,49,39,6,3.8,5,y,y,owner,1.2,y,NA,NA,1,0.923144444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,50,40,3,2.6,3.8,y,y,owner,1.2,y,NA,NA,0.467133333,0.656211111
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,51,41,6,5.2,4.8,y,y,dog,0.4,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,2,52,42,3,2.2,1.6,y,y,dog,0.6,y,NA,NA,1,0.433766667
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,53,43,3,2.4,3.6,y,y,owner,1.2,y,NA,NA,0.588477778,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,54,44,9,7.8,8.2,y,y,owner,0.4,y,NA,NA,0.289177778,0.556111111
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,55,45,9,8,7.6,y,y,dog,0.4,y,NA,NA,1,0.456011111
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,56,46,3,2.8,NA,n,y,owner,NA,n,nopress,1,0.456011111,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,57,47,9,7.8,7.2,y,y,dog,0.6,y,NA,NA,0.6006,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,58,48,9,NA,5.8,y,n,dog,NA,n,earlypress,NA,1,0.867533333
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,59,49,6,5,6.6,y,y,owner,1.6,y,NA,NA,1,0.633966667
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,60,50,9,7.4,8.4,y,y,owner,1,y,NA,NA,1,0.411522222
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,61,51,6,5.2,4.4,y,y,dog,0.8,y,NA,NA,1,0.978755556
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,62,52,3,2.6,3.4,y,y,owner,0.8,y,NA,NA,1,0.622844444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,63,53,6,4.6,5,y,y,owner,0.4,y,NA,NA,0.111222222,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,64,54,9,7.8,11.2,y,y,owner,3.4,n,latepress,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,65,55,3,2.8,4.6,y,y,owner,1.8,y,NA,NA,1,0.411522222
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,66,56,6,NA,3.2,y,n,dog,NA,n,earlypress,NA,1,0.6006
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,67,57,3,2.4,3.8,y,y,owner,1.4,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,68,58,6,5.2,5.8,y,y,owner,0.6,y,NA,NA,0.133466667,0.934266667
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,69,59,6,5.2,NA,n,y,owner,NA,n,nopress,0,0.922144444,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,70,60,9,7.2,NA,n,y,owner,NA,n,nopress,1,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,71,61,3,1.2,1.2,y,y,NA,0,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,72,62,6,5,5.2,y,y,owner,0.2,y,NA,NA,1,0.867533333
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,3,73,63,3,2.8,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,74,64,3,3.2,5.4,y,y,owner,2.2,n,latepress,NA,1,0.945388889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,75,65,6,4.6,6.6,y,y,owner,2,n,latepress,NA,1,0.422644444
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,76,66,9,7,NA,n,y,owner,NA,n,nopress,0,0.333666667,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,77,67,9,NA,4.8,y,n,dog,NA,n,earlypress,NA,0.955511111,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,78,68,3,2.8,4.4,y,y,owner,1.6,y,NA,NA,0.567233333,0.411522222
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,79,69,6,4.8,6.4,y,y,owner,1.6,y,NA,NA,1,0.367033333
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,80,70,6,5.2,NA,n,y,owner,NA,n,nopress,0,0.332666667,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,81,71,3,3,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,82,72,9,7.6,NA,n,y,owner,NA,n,nopress,1,1,0.556111111
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,83,73,3,2.6,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,84,74,6,6.2,10.4,y,y,owner,4.2,n,latepress,NA,1,0.489377778
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,85,75,6,5,6.6,y,y,owner,1.6,y,NA,NA,1,0.945388889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,86,76,9,7.8,8.2,y,y,owner,0.4,y,NA,NA,1,0.544988889
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,87,77,6,5,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,88,78,9,7.4,7,y,y,dog,0.4,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,89,79,3,2.8,3.8,y,y,owner,1,y,NA,NA,1,0.055611111
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,90,80,3,3,4.4,y,y,owner,1.4,y,NA,NA,0.122344444,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,91,81,9,NA,3.2,y,n,dog,NA,n,earlypress,NA,0.4995,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,92,82,6,4.8,7.4,y,y,owner,2.6,n,latepress,NA,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,93,83,3,2.4,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,08/03/2020,5.5,intact,poodle,male,0.47,NA,partnerdelay,2,4,94,84,9,7.6,NA,n,y,owner,NA,n,nopress,0,0.321544444,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,1,1,3,3,3,y,y,NA,0,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,2,2,3,3.2,3.2,y,y,NA,0,y,NA,NA,0.378155556,0.656211111
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,3,3,3,2.2,2.2,y,y,NA,0,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,4,4,3,NA,2.2,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,5,5,3,3.6,4.6,y,y,owner,1,y,NA,NA,1,0.456011111
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,6,6,3,3.8,NA,n,y,owner,NA,n,nopress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,7,7,3,3.2,4,y,y,owner,0.8,y,NA,NA,1,0.355911111
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,8,8,3,3.2,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,9,9,3,3,3,y,y,NA,0,y,NA,NA,1,0.2002
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,0,10,10,3,3.2,3.2,y,y,NA,0,y,NA,NA,0.6006,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,11,1,6,5.6,7,y,y,owner,1.4,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,12,2,9,NA,2.4,y,n,dog,NA,n,earlypress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,13,3,9,NA,3.4,y,n,dog,NA,n,earlypress,NA,1,0.222444444
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,14,4,6,5.8,7.6,y,y,owner,1.8,y,NA,NA,0.466133333,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,15,5,3,3.4,4,y,y,owner,0.6,y,NA,NA,1,0.111222222
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,16,6,3,3,3.8,y,y,owner,0.8,y,NA,NA,0.533866667,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,17,7,9,NA,5.4,y,n,dog,NA,n,earlypress,NA,1,0.255811111
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,18,8,9,9,12,y,y,owner,3,n,latepress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,19,9,6,5.4,NA,n,y,owner,NA,n,nopress,NA,1,0.734066667
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,20,10,3,3,5.2,y,y,owner,2.2,n,latepress,NA,0.511622222,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,21,11,6,6.4,8.8,y,y,owner,2.4,n,latepress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,22,12,6,6,10,y,y,owner,4,n,latepress,0,0,0.744188889
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,23,13,6,6.8,NA,n,y,owner,NA,n,nopress,0,0.032366667,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,24,14,3,4.2,6.4,y,y,owner,2.2,n,latepress,NA,1,0.255811111
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,25,15,9,7,6.8,y,y,dog,0.2,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,26,16,9,NA,6,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,27,17,6,5.2,4.8,y,y,dog,0.4,y,NA,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,28,18,3,3.4,4.2,y,y,owner,0.8,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,29,19,3,3.2,NA,n,y,owner,NA,n,nopress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,30,20,9,8.4,NA,n,y,owner,NA,n,nopress,1,1,0.378155556
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,1,31,21,3,3.2,4,y,y,owner,0.8,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,32,22,9,9.2,NA,n,y,owner,NA,n,nopress,0,0.877655556,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,33,23,3,3.2,6.6,y,y,owner,3.4,n,latepress,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,34,24,3,3.2,4.4,y,y,owner,1.2,y,NA,NA,1,0.489377778
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,35,25,3,3.4,5,y,y,owner,1.6,y,NA,NA,1,0.533866667
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,36,26,6,NA,2,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,37,27,3,3.4,8.4,y,y,owner,5,n,latepress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,38,28,3,4.2,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,39,29,6,5.6,10.8,y,y,owner,5.2,n,latepress,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,40,30,9,NA,5.6,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,41,31,3,3.4,4.8,y,y,owner,1.4,y,NA,NA,0.411522222,0.589477778
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,42,32,9,8.2,9.8,y,y,owner,1.6,y,NA,NA,1,0.389277778
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,43,33,9,9.4,11.4,y,y,owner,2,n,latepress,NA,1,0.333666667
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,44,34,3,3.6,6,y,y,owner,2.4,n,latepress,NA,1,0.077855556
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,45,35,9,NA,6.2,y,n,dog,NA,n,earlypress,NA,0.55952381,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,46,36,6,7,NA,n,y,owner,NA,n,nopress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,47,37,9,8.6,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,48,38,6,7,NA,n,y,owner,NA,n,nopress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,49,39,6,5,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,50,40,6,6,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,51,41,6,NA,0.4,y,n,dog,NA,n,earlypress,NA,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,2,52,42,9,9,10.2,y,y,owner,1.2,y,NA,NA,1,0.478255556
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,53,43,3,3.6,5.8,y,y,owner,2.2,n,latepress,NA,0.289177778,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,54,44,9,9.4,11.4,y,y,owner,2,n,latepress,NA,1,0.088977778
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,55,45,3,NA,2.6,y,n,dog,NA,n,earlypress,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,56,46,9,9.2,10.2,y,y,owner,1,y,NA,NA,1,0.967633333
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,57,47,3,3.8,6.2,y,y,owner,2.4,n,latepress,NA,0.332666667,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,58,48,9,9,14.2,y,y,owner,5.2,n,latepress,NA,1,0.934266667
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,59,49,3,3,4,y,y,owner,1,y,NA,NA,0.656211111,0.589477778
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,60,50,9,9.6,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,61,51,9,9.8,NA,n,y,owner,NA,n,nopress,1,0.633966667,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,62,52,6,5.4,5.8,y,y,owner,0.4,y,NA,NA,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,63,53,6,5.8,10.8,y,y,owner,5,n,latepress,1,1,1
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,64,54,3,3.6,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,65,55,6,3.4,NA,n,y,owner,NA,n,nopress,0,0,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,66,56,6,5.6,5.6,y,y,NA,0,y,NA,NA,0.833166667,0
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,67,57,6,5.4,6.6,y,y,owner,1.2,y,NA,NA,1,0.422644444
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,68,58,3,3.2,4,y,y,owner,0.8,y,NA,NA,1,0.4004
kalimbo,12/06/2014,14/12/2019,10/05/2020,5.5,intact,poodle,male,0.47,NA,pressingdelay,3,3,69,59,6,5.2,6,y,y,owner,0.8,y,NA,NA,0.6997,0
